participant_id,task,condition,predicted_accuracy,fsm_number,fsm_type,mm_accuracy,count_nan,learning_condition
186,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
187,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
187,explanation,hidden,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
187,explanation,hidden_an,0.5,22.0,hard,0.5714285714285714,3.0,Experiment 2 (test preview)
187,explanation,hidden_normative_subset,0.6456563062257954,22.0,hard,,,Experiment 2 (test preview)
187,explanation,hidden_an_subset,0.6637386974043527,22.0,hard,,,Experiment 2 (test preview)
188,explanation,visible,0.6726070170677604,22.0,hard,0.6,0.0,Experiment 2 (test preview)
188,explanation,hidden,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
188,explanation,hidden_an,0.6726070170677604,22.0,hard,0.6,0.0,Experiment 2 (test preview)
188,explanation,hidden_normative_subset,0.6456563062257954,22.0,hard,,,Experiment 2 (test preview)
188,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
189,explanation,visible,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
189,explanation,hidden,0.5099986668799654,22.0,hard,0.5,0.0,Experiment 2 (test preview)
189,explanation,hidden_an,0.5,22.0,hard,0.2,0.0,Experiment 2 (test preview)
189,explanation,hidden_normative_subset,0.7231218051243898,22.0,hard,,,Experiment 2 (test preview)
189,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
190,explanation,visible,0.6637386974043527,22.0,hard,0.6,0.0,Experiment 2 (test preview)
190,explanation,hidden,0.7539887164489482,22.0,hard,0.7,0.0,Experiment 2 (test preview)
190,explanation,hidden_an,0.6456563062257954,22.0,hard,0.5,2.0,Experiment 2 (test preview)
190,explanation,hidden_normative_subset,0.8084546514385326,22.0,hard,,,Experiment 2 (test preview)
190,explanation,hidden_an_subset,0.6984652160025387,22.0,hard,,,Experiment 2 (test preview)
191,explanation,visible,0.7685247834990176,22.0,hard,0.7,0.0,Experiment 2 (test preview)
191,explanation,hidden,0.6082590307465144,22.0,hard,0.6,0.0,Experiment 2 (test preview)
191,explanation,hidden_an,0.6899744811276124,22.0,hard,0.7,0.0,Experiment 2 (test preview)
191,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
191,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
192,explanation,visible,0.6984652160025387,22.0,hard,0.5,0.0,Experiment 2 (test preview)
192,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
192,explanation,hidden_an,0.5199893401555817,22.0,hard,0.6,0.0,Experiment 2 (test preview)
192,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
192,explanation,hidden_an_subset,0.6899744811276124,22.0,hard,,,Experiment 2 (test preview)
193,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
193,explanation,hidden,0.7685247834990176,22.0,hard,0.5,0.0,Experiment 2 (test preview)
193,explanation,hidden_an,0.9873828393206613,22.0,hard,0.8,0.0,Experiment 2 (test preview)
193,explanation,hidden_normative_subset,0.7685247834990176,22.0,hard,,,Experiment 2 (test preview)
193,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
194,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
194,explanation,hidden,0.6271477663131956,22.0,hard,0.6,0.0,Experiment 2 (test preview)
194,explanation,hidden_an,0.9873828393206613,22.0,hard,0.7,0.0,Experiment 2 (test preview)
194,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
194,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
195,explanation,visible,0.6984652160025387,22.0,hard,0.7,0.0,Experiment 2 (test preview)
195,explanation,hidden,0.569546223939229,22.0,hard,0.6,0.0,Experiment 2 (test preview)
195,explanation,hidden_an,0.5199893401555817,22.0,hard,0.4,0.0,Experiment 2 (test preview)
195,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
195,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
196,explanation,visible,0.5,22.0,hard,0.2,0.0,Experiment 2 (test preview)
196,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
196,explanation,hidden_an,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
196,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
196,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
197,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
197,explanation,hidden,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
197,explanation,hidden_an,0.5793242521487494,22.0,hard,0.6,0.0,Experiment 2 (test preview)
197,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
197,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
198,explanation,visible,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
198,explanation,hidden,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
198,explanation,hidden_an,0.5597136492671929,22.0,hard,0.5,0.0,Experiment 2 (test preview)
198,explanation,hidden_normative_subset,0.6456563062257954,22.0,hard,,,Experiment 2 (test preview)
198,explanation,hidden_an_subset,0.738850006084249,22.0,hard,,,Experiment 2 (test preview)
199,explanation,visible,0.5299640517645717,22.0,hard,0.5,0.0,Experiment 2 (test preview)
199,explanation,hidden,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
199,explanation,hidden_an,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
199,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
199,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
200,explanation,visible,0.5399148845555657,22.0,hard,0.5,0.0,Experiment 2 (test preview)
200,explanation,hidden,0.5,22.0,hard,0.2,0.0,Experiment 2 (test preview)
200,explanation,hidden_an,0.5,22.0,hard,0.25,2.0,Experiment 2 (test preview)
200,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
200,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
201,explanation,visible,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
201,explanation,hidden,0.617747874769249,22.0,hard,0.6,0.0,Experiment 2 (test preview)
201,explanation,hidden_an,0.617747874769249,22.0,hard,0.6,0.0,Experiment 2 (test preview)
201,explanation,hidden_normative_subset,0.6547534606063191,22.0,hard,,,Experiment 2 (test preview)
201,explanation,hidden_an_subset,0.6637386974043527,22.0,hard,,,Experiment 2 (test preview)
202,control,visible,0.7891817065222528,21.0,easy,0.8,0.0,Experiment 2 (test preview)
202,control,hidden,0.7068222210935675,21.0,easy,0.7,0.0,Experiment 2 (test preview)
202,control,hidden_an,0.8375349374193038,21.0,easy,0.6,0.0,Experiment 2 (test preview)
202,control,hidden_normative_subset,0.5399148845555657,21.0,easy,,,Experiment 2 (test preview)
202,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
203,control,visible,0.7891817065222528,21.0,easy,0.8,0.0,Experiment 2 (test preview)
203,control,hidden,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
203,control,hidden_an,0.5,21.0,easy,0.2,0.0,Experiment 2 (test preview)
203,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
203,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
204,control,visible,0.7755640142690734,21.0,easy,0.8,0.0,Experiment 2 (test preview)
204,control,hidden,0.569546223939229,21.0,easy,0.5,0.0,Experiment 2 (test preview)
204,control,hidden_an,0.7613327148429104,21.0,easy,0.6,0.0,Experiment 2 (test preview)
204,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
204,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
205,control,visible,0.6813537337890255,21.0,easy,0.7,0.0,Experiment 2 (test preview)
205,control,hidden,0.7539887164489482,21.0,easy,0.7,0.0,Experiment 2 (test preview)
205,control,hidden_an,0.617747874769249,21.0,easy,0.7,0.0,Experiment 2 (test preview)
205,control,hidden_normative_subset,0.9868746816628973,21.0,easy,,,Experiment 2 (test preview)
205,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
206,control,visible,0.8581489350995122,21.0,easy,0.7,0.0,Experiment 2 (test preview)
206,control,hidden,0.9037844582893072,21.0,easy,0.8,0.0,Experiment 2 (test preview)
206,control,hidden_an,0.7613327148429104,21.0,easy,0.9,0.0,Experiment 2 (test preview)
206,control,hidden_normative_subset,0.617747874769249,21.0,easy,,,Experiment 2 (test preview)
206,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
207,control,visible,0.876532952434776,21.0,easy,0.9,0.0,Experiment 2 (test preview)
207,control,hidden,0.5,21.0,easy,0.6,0.0,Experiment 2 (test preview)
207,control,hidden_an,0.5,21.0,easy,0.5555555555555556,1.0,Experiment 2 (test preview)
207,control,hidden_normative_subset,0.8205384805926732,21.0,easy,,,Experiment 2 (test preview)
207,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
208,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
208,control,hidden,0.598687660112452,21.0,easy,0.6,0.0,Experiment 2 (test preview)
208,control,hidden_an,0.6637386974043527,21.0,easy,0.7,0.0,Experiment 2 (test preview)
208,control,hidden_normative_subset,0.549833997312478,21.0,easy,,,Experiment 2 (test preview)
208,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
209,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
209,control,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
209,control,hidden_an,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
209,control,hidden_normative_subset,0.8532096601986175,21.0,easy,,,Experiment 2 (test preview)
209,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
210,control,visible,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
210,control,hidden,0.738850006084249,21.0,easy,0.6,0.0,Experiment 2 (test preview)
210,control,hidden_an,0.7231218051243898,21.0,easy,0.5,0.0,Experiment 2 (test preview)
210,control,hidden_normative_subset,0.5099986668799654,21.0,easy,,,Experiment 2 (test preview)
210,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
211,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
211,control,hidden,0.8849332679544502,21.0,easy,0.9,0.0,Experiment 2 (test preview)
211,control,hidden_an,0.7613327148429104,21.0,easy,0.6,0.0,Experiment 2 (test preview)
211,control,hidden_normative_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
211,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
212,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
212,control,hidden,0.7068222210935675,21.0,easy,0.7,0.0,Experiment 2 (test preview)
212,control,hidden_an,0.6547534606063191,21.0,easy,0.8,0.0,Experiment 2 (test preview)
212,control,hidden_normative_subset,0.8429045311145472,21.0,easy,,,Experiment 2 (test preview)
212,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
213,control,visible,0.876532952434776,21.0,easy,0.9,0.0,Experiment 2 (test preview)
213,control,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
213,control,hidden_an,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
213,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
213,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
214,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
214,control,hidden,0.6984652160025387,21.0,easy,0.7,0.0,Experiment 2 (test preview)
214,control,hidden_an,0.598687660112452,21.0,easy,0.75,2.0,Experiment 2 (test preview)
214,control,hidden_normative_subset,0.876532952434776,21.0,easy,,,Experiment 2 (test preview)
214,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
215,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
215,control,hidden,0.738850006084249,21.0,easy,0.7,0.0,Experiment 2 (test preview)
215,control,hidden_an,0.8084546514385326,21.0,easy,0.7142857142857143,3.0,Experiment 2 (test preview)
215,control,hidden_normative_subset,0.5890404340586651,21.0,easy,,,Experiment 2 (test preview)
215,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
216,control,visible,0.5399148845555657,21.0,easy,0.6,0.0,Experiment 2 (test preview)
216,control,hidden,0.9168273035060776,21.0,easy,0.9,0.0,Experiment 2 (test preview)
216,control,hidden_an,0.8629487074245403,21.0,easy,0.7,0.0,Experiment 2 (test preview)
216,control,hidden_normative_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
216,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
217,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
217,control,hidden,0.5793242521487494,21.0,easy,0.6,0.0,Experiment 2 (test preview)
217,control,hidden_an,0.5,21.0,easy,0.6,0.0,Experiment 2 (test preview)
217,control,hidden_normative_subset,0.8629487074245403,21.0,easy,,,Experiment 2 (test preview)
217,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
218,control,visible,0.7539887164489482,21.0,easy,0.8,0.0,Experiment 2 (test preview)
218,control,hidden,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
218,control,hidden_an,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
218,control,hidden_normative_subset,0.5199893401555817,21.0,easy,,,Experiment 2 (test preview)
218,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
219,control,visible,0.6726070170677604,21.0,easy,0.7,0.0,Experiment 2 (test preview)
219,control,hidden,0.6364525402815663,21.0,easy,0.6,0.0,Experiment 2 (test preview)
219,control,hidden_an,0.6547534606063191,21.0,easy,0.6,0.0,Experiment 2 (test preview)
219,control,hidden_normative_subset,0.5793242521487494,21.0,easy,,,Experiment 2 (test preview)
219,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
220,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
220,control,hidden,0.9488262990829083,21.0,easy,0.9,0.0,Experiment 2 (test preview)
220,control,hidden_an,0.9873828393206613,21.0,easy,0.9,0.0,Experiment 2 (test preview)
220,control,hidden_normative_subset,0.8849332679544502,21.0,easy,,,Experiment 2 (test preview)
220,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
221,control,visible,0.8429045311145472,21.0,easy,0.8,0.0,Experiment 2 (test preview)
221,control,hidden,0.7613327148429104,21.0,easy,0.7,0.0,Experiment 2 (test preview)
221,control,hidden_an,0.617747874769249,21.0,easy,0.5,0.0,Experiment 2 (test preview)
221,control,hidden_normative_subset,0.8807970779778824,21.0,easy,,,Experiment 2 (test preview)
221,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
222,control,visible,0.7539887164489482,21.0,easy,0.8,0.0,Experiment 2 (test preview)
222,control,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
222,control,hidden_an,0.5099986668799654,21.0,easy,0.5,0.0,Experiment 2 (test preview)
222,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
222,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
223,control,visible,0.9168273035060776,21.0,easy,0.9,0.0,Experiment 2 (test preview)
223,control,hidden,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
223,control,hidden_an,0.9873828393206613,21.0,easy,0.8,0.0,Experiment 2 (test preview)
223,control,hidden_normative_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
223,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
224,control,visible,0.7539887164489482,21.0,easy,0.8,0.0,Experiment 2 (test preview)
224,control,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
224,control,hidden_an,0.569546223939229,21.0,easy,0.5,0.0,Experiment 2 (test preview)
224,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
224,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
225,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
225,control,hidden,0.9227277978633401,21.0,easy,0.9,0.0,Experiment 2 (test preview)
225,control,hidden_an,0.9873828393206613,21.0,easy,0.7,0.0,Experiment 2 (test preview)
225,control,hidden_normative_subset,0.8145725807070178,21.0,easy,,,Experiment 2 (test preview)
225,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
226,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
226,control,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
226,control,hidden_an,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
226,control,hidden_normative_subset,0.549833997312478,21.0,easy,,,Experiment 2 (test preview)
226,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
227,control,visible,0.5890404340586651,21.0,easy,0.6,0.0,Experiment 2 (test preview)
227,control,hidden,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
227,control,hidden_an,0.5,21.0,easy,0.2222222222222222,1.0,Experiment 2 (test preview)
227,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
227,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
228,control,visible,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
228,control,hidden,0.5299640517645717,21.0,easy,0.5,0.0,Experiment 2 (test preview)
228,control,hidden_an,0.6547534606063191,21.0,easy,0.5555555555555556,1.0,Experiment 2 (test preview)
228,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
228,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
229,control,visible,0.8481288363433408,21.0,easy,0.8,0.0,Experiment 2 (test preview)
229,control,hidden,0.5199893401555817,21.0,easy,0.5,0.0,Experiment 2 (test preview)
229,control,hidden_an,0.5890404340586651,21.0,easy,0.6,0.0,Experiment 2 (test preview)
229,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
229,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
230,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
230,control,hidden,0.6813537337890255,21.0,easy,0.7,0.0,Experiment 2 (test preview)
230,control,hidden_an,0.617747874769249,21.0,easy,0.6,0.0,Experiment 2 (test preview)
230,control,hidden_normative_subset,0.8320183851339245,21.0,easy,,,Experiment 2 (test preview)
230,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
231,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
231,control,hidden,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
231,control,hidden_an,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
231,control,hidden_normative_subset,0.6271477663131956,21.0,easy,,,Experiment 2 (test preview)
231,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
232,control,visible,0.876532952434776,21.0,easy,0.9,0.0,Experiment 2 (test preview)
232,control,hidden,0.8145725807070178,21.0,easy,0.8,0.0,Experiment 2 (test preview)
232,control,hidden_an,0.8205384805926732,21.0,easy,0.6666666666666666,1.0,Experiment 2 (test preview)
232,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
232,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
233,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 2 (test preview)
233,control,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
233,control,hidden_an,0.5,21.0,easy,0.5,2.0,Experiment 2 (test preview)
233,control,hidden_normative_subset,0.5299640517645717,21.0,easy,,,Experiment 2 (test preview)
233,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
234,control,visible,0.6984652160025387,21.0,easy,0.7,0.0,Experiment 2 (test preview)
234,control,hidden,0.9255320548339719,21.0,easy,0.9,0.0,Experiment 2 (test preview)
234,control,hidden_an,0.8320183851339245,21.0,easy,0.8,0.0,Experiment 2 (test preview)
234,control,hidden_normative_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
234,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
235,control,visible,0.7539887164489482,21.0,easy,0.8,0.0,Experiment 2 (test preview)
235,control,hidden,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
235,control,hidden_an,0.5,21.0,easy,0.3333333333333333,1.0,Experiment 2 (test preview)
235,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
235,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
236,control,visible,0.7539887164489482,21.0,easy,0.8,0.0,Experiment 2 (test preview)
236,control,hidden,0.5299640517645717,21.0,easy,0.6,0.0,Experiment 2 (test preview)
236,control,hidden_an,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
236,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
236,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
237,control,visible,0.9168273035060776,21.0,easy,0.8,0.0,Experiment 2 (test preview)
237,control,hidden,0.6899744811276124,21.0,easy,0.7,0.0,Experiment 2 (test preview)
237,control,hidden_an,0.598687660112452,21.0,easy,0.4444444444444444,1.0,Experiment 2 (test preview)
237,control,hidden_normative_subset,0.9664307767185175,21.0,easy,,,Experiment 2 (test preview)
237,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
238,control,visible,0.7539887164489482,21.0,easy,0.8,0.0,Experiment 2 (test preview)
238,control,hidden,0.598687660112452,21.0,easy,0.6,0.0,Experiment 2 (test preview)
238,control,hidden_an,0.6637386974043527,21.0,easy,0.7,0.0,Experiment 2 (test preview)
238,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
238,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
239,control,visible,0.7891817065222528,21.0,easy,0.8,0.0,Experiment 2 (test preview)
239,control,hidden,0.5793242521487494,21.0,easy,0.6,0.0,Experiment 2 (test preview)
239,control,hidden_an,0.5793242521487494,21.0,easy,0.4444444444444444,1.0,Experiment 2 (test preview)
239,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
239,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
240,control,visible,0.549833997312478,21.0,easy,0.6,0.0,Experiment 2 (test preview)
240,control,hidden,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
240,control,hidden_an,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
240,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
240,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
241,control,visible,0.8021838885585818,21.0,easy,0.8,0.0,Experiment 2 (test preview)
241,control,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
241,control,hidden_an,0.5,21.0,easy,0.375,2.0,Experiment 2 (test preview)
241,control,hidden_normative_subset,0.5890404340586651,21.0,easy,,,Experiment 2 (test preview)
241,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
242,control,visible,0.5,21.0,easy,0.6,0.0,Experiment 2 (test preview)
242,control,hidden,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
242,control,hidden_an,0.617747874769249,21.0,easy,0.6,0.0,Experiment 2 (test preview)
242,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
242,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
243,control,visible,0.7539887164489482,21.0,easy,0.8,0.0,Experiment 2 (test preview)
243,control,hidden,0.6547534606063191,21.0,easy,0.7,0.0,Experiment 2 (test preview)
243,control,hidden_an,0.569546223939229,21.0,easy,0.4,0.0,Experiment 2 (test preview)
243,control,hidden_normative_subset,0.8320183851339245,21.0,easy,,,Experiment 2 (test preview)
243,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
244,prediction,visible,0.6726070170677604,22.0,hard,0.6,0.0,Experiment 2 (test preview)
244,prediction,hidden,0.7464939833376623,22.0,hard,0.6,0.0,Experiment 2 (test preview)
244,prediction,hidden_an,0.738850006084249,22.0,hard,0.75,2.0,Experiment 2 (test preview)
244,prediction,hidden_normative_subset,0.6637386974043527,22.0,hard,,,Experiment 2 (test preview)
244,prediction,hidden_an_subset,0.6813537337890255,22.0,hard,,,Experiment 2 (test preview)
245,prediction,visible,0.7464939833376623,22.0,hard,0.7,0.0,Experiment 2 (test preview)
245,prediction,hidden,0.5199893401555817,22.0,hard,0.6,0.0,Experiment 2 (test preview)
245,prediction,hidden_an,0.6899744811276124,22.0,hard,0.75,2.0,Experiment 2 (test preview)
245,prediction,hidden_normative_subset,0.6271477663131956,22.0,hard,,,Experiment 2 (test preview)
245,prediction,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
246,prediction,visible,0.5099986668799654,22.0,hard,0.5,0.0,Experiment 2 (test preview)
246,prediction,hidden,0.7231218051243898,22.0,hard,0.6,0.0,Experiment 2 (test preview)
246,prediction,hidden_an,0.6364525402815663,22.0,hard,0.7142857142857143,3.0,Experiment 2 (test preview)
246,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
246,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
247,prediction,visible,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
247,prediction,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
247,prediction,hidden_an,0.6271477663131956,22.0,hard,0.7142857142857143,3.0,Experiment 2 (test preview)
247,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
247,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
248,prediction,visible,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
248,prediction,hidden,0.6456563062257954,22.0,hard,0.5,0.0,Experiment 2 (test preview)
248,prediction,hidden_an,0.5299640517645717,22.0,hard,0.5714285714285714,3.0,Experiment 2 (test preview)
248,prediction,hidden_normative_subset,0.549833997312478,22.0,hard,,,Experiment 2 (test preview)
248,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
249,prediction,visible,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
249,prediction,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
249,prediction,hidden_an,0.5,22.0,hard,0.375,2.0,Experiment 2 (test preview)
249,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
249,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
250,prediction,visible,0.8807970779778824,22.0,hard,0.9,0.0,Experiment 2 (test preview)
